XML,portal,orientation,veracity,url
0460.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/debate-fight-history-2016-election/index.html?sr=fbpol092616debate-fight-history-2016-election1223PMVODtopLink&amp;linkId=29198932
0461.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/hillary-clinton-debate-prep-strategy/index.html?sr=fbpol092616hillary-clinton-debate-prep-strategy0209PMVODtopLink&amp;linkId=29202951
0462.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/presidential-debate-mistakes-history/index.html?sr=fbpol092616presidential-debate-mistakes-history0247PMVODtopLink&amp;linkId=29203280
0463.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/house-republicans-digital-voter-guide/index.html?sr=fbpol092616house-republicans-digital-voter-guide0317PMVODtopLink&amp;linkId=29203626
0464.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/barney-frank-axe-files/index.html?sr=fbpol092616barney-frank-axe-files0347PMVODtopLink&amp;linkId=29203706
0465.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/pre-debate-spin-2016/index.html?sr=fbpol092616pre-debate-spin-20160400PMVODtopLink&amp;linkId=29204417
0466.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/fbi-crime-data-2015/index.html?sr=fbpol092616fbi-crime-data-20150404PMStoryLink&amp;linkId=29209711
0467.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/obama-biden-honor-arnold-palmer/index.html?sr=fbpol092616obama-biden-honor-arnold-palmer0415PMStoryLink&amp;linkId=29211340
0468.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/hillary-clinton-crowd-selfie-goes-viral/index.html?sr=fbpol092616hillary-clinton-crowd-selfie-goes-viral0507PMStoryLink&amp;linkId=29213165
0469.xml,cnn,mainstream,mostly true,http://money.cnn.com/2016/09/26/technology/trump-snapchat-debate-filter/index.html?sr=fbpol092616trump-snapchat-debate-filter0538PMVODtopLink&amp;linkId=29216054
0470.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/washington-monument-closed/index.html?sr=fbpol092616washington-monument-closed-elevator-stuck0600PMVODtopLink&amp;linkId=29217004
0471.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/obama-debate-watching-plans/index.html?sr=fbpol092616obama-debate-watching-plans0647PMVODtopLink&amp;linkId=29218225
0472.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/debate-fight-history-2016-election/index.html?sr=fbpol092616debate-fight-history-2016-election0716PMVODtopLink&amp;linkId=29219149
0473.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/guest-list-donald-trump-hillary-clinton/index.html
0474.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/debate-stage-name-calling/index.html
0475.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/jill-stein-presidential-debate-police-hofstra-university/index.html
0476.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/9-11-veto-override-senate-saudi-arabia/index.html
0477.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/harry-reid-calls-donald-trump-a-racist/index.html
0478.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/glenn-beck-ted-cruz-interview/index.html
0479.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/obama-tribal-nations-blanket-hat/index.html
0480.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/bridgegate-chris-christie-port-authority-fort-lee/index.html
0481.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/harry-reid-flint-water-funding/index.html
0482.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/bernie-sanders-presidential-debate-hillary-clinton-donald-trump/index.html
0483.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/mike-pence-donald-trump-presidential-debate/index.html
0484.xml,cnn,mainstream,no factual content,http://edition.cnn.com/2015/01/14/politics/hillary-clinton-trade/index.html
0485.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/donald-trump-guns-presidential-debate-cnn/index.html?sr=fbpol092816donald-trump-guns-presidential-debate-cnn0302AMVODtopLink&amp;linkId=29233129
0486.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/russia-hacking-dnc-debate/index.html
0487.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/donald-trump-federal-income-taxes-smart-debate/index.html
0488.xml,cnn,mainstream,no factual content,http://edition.cnn.com/2016/09/26/politics/presidential-debate-hillary-clinton-donald-trump-quotes/index.html?sr=fbpol092716presidential-debate-hillary-clinton-donald-trump-quotesv0238PMVODtopLink&amp;linkId=29232790
0489.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/trump-clinton-debate-patti-solis-doyle-birther-obama/index.html
0490.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/presidential-debate-donald-trump-debate-performance/index.html?sr=fbpol092716presidential-debate-hillary-clinton-donald-trump-quotes0500AMVODtopLink&amp;linkId=29234140
0491.xml,cnn,mainstream,no factual content,http://money.cnn.com/2016/09/27/media/presidential-debate-tv-review/index.html
0492.xml,cnn,mainstream,no factual content,http://edition.cnn.com/2016/09/27/politics/winner-presidential-debate-takeaways/index.html
0493.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/donald-trump-microphone-presidential-debate/index.html?sr=fbpol092716donald-trump-microphone-presidential-debate/0629AMStoryLink&amp;linkId=29234987
0494.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/hillary-clinton-donald-trump-debate-poll/index.html
0495.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/who-is-alicia-machado-donald-trump-hillary-clinton-presidential-debate/index.html?sr=fbpol092716who-is-alicia-machado-donald-trump-hillary-clinton-presidential-debate0730AMVODtopLink&amp;linkId=29234518
0496.xml,cnn,mainstream,mostly true,http://money.cnn.com/2016/09/27/media/trump-holt-presidential-debate/index.html
0497.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/donald-trump-hillary-clinton-stamina/index.html
0498.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/presidential-debate-hillary-clinton-donald-trump/index.html?sr=fbpol092716presidential-debate-hillary-clinton-donald-trump-quotes1031AMStoryLink&amp;linkId=29235614
0499.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/who-is-alicia-machado-donald-trump-hillary-clinton-presidential-debate/index.html?sr=fbpol092716who-is-alicia-machado-donald-trump-hillary-clinton-presidential-debate0109PMVODtopLink&amp;linkId=29244065
0500.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/26/politics/presidential-debate-hillary-clinton-donald-trump/index.html?sr=fbpol092716presidential-debate-hillary-clinton-donald-trump-quotes0133PMStoryLink&amp;linkId=29244969
0501.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/mike-pence-donald-trump-climate-change-trade/index.html?sr=fbpol092816mike-pence-donald-trump-climate-change-trade0233AMVODtopLink&amp;linkId=29247735
0502.xml,cnn,mainstream,mostly true,http://money.cnn.com/2016/09/27/media/debate-ratings-record-viewership/index.html?sr=fbpol092716debate-ratings-record-viewership0302PMVODtopLink&amp;linkId=29248122
0503.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/newt-gingrich-bill-hillary-clinton/index.html?sr=fbpol092816newt-gingrich-bill-hillary-clinton0331AMStoryLink&amp;linkId=29249765
0504.xml,cnn,mainstream,no factual content,http://edition.cnn.com/2016/09/27/politics/amy-walter-party-people-podcast/index.html
0505.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/hillary-clinton-donald-trump-broken-mic-debate/index.html?sr=fbpol092716hillary-clinton-donald-trump-broken-mic-debate0402PMVODtopLink&amp;linkId=29251674
0506.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/ted-cruz-donald-trump-help/index.html?sr=fbpol092716ted-cruz-donald-trump-help0433PMVODtopLink&amp;linkId=29251853
0507.xml,cnn,mainstream,no factual content,http://edition.cnn.com/2016/09/27/politics/foreign-policy-debate-syria-trump-clinton/index.html?sr=fbpol092716foreign-policy-debate-syria-trump-clinton0502PMVODtopLink&amp;linkId=29252521
0508.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/lab-test-isis-chemical-weapon/index.html?sr=fbpol092716lab-test-isis-chemical-weapon0531PMVODtopLink&amp;linkId=29253076
0509.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/paul-ryan-donald-trump-debate-reaction/index.html?sr=fbpol092716paul-ryan-donald-trump-debate-reaction0602PMVODtopLink&amp;linkId=29256635
0510.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/chris-christie-bridgegate-trial/index.html?sr=fbpol092716chris-christie-bridgegate-trial0630PMVODtopLink&amp;linkId=29256853
0511.xml,cnn,mainstream,no factual content,http://edition.cnn.com/2016/09/27/politics/hillary-clinton-debate-gender/index.html?sr=fbpol092716hillary-clinton-debate-gender0701PMVODtopLink&amp;linkId=29257137
0512.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/donald-trump-debate-rosie-odonnell-feud/index.html?sr=fbpol092716donald-trump-debate-rosie-odonnell-feud0730PMVODtopLink&amp;linkId=29257333
0513.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/clean-power-plan-obama/index.html?sr=fbpol092716clean-power-plan-obama0747PMVODtopLink&amp;linkId=29260748
0514.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/foreign-policy-debate-syria-trump-clinton/index.html?sr=fbpol092716foreign-policy-debate-syria-trump-clinton0755PMVODtopLink&amp;linkId=29261026
0515.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/hillary-clinton-donald-trump-debate-reaction/index.html?sr=fbpol092716hillary-clinton-donald-trump-debate-reaction0802PMVODtopLink&amp;linkId=29258009
0516.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/bryan-pagliano-contempt-congress/index.html?sr=fbpol092716bryan-pagliano-contempt-congress0833PMVODtopLink&amp;linkId=29260184
0517.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/obama-hillary-clinton-tv-ads/index.html?sr=fbpol092716obama-hillary-clinton-tv-ads0915PMVODtopLink&amp;linkId=29261825
0518.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/fbi-dnc-hack/index.html?sr=fbpol092716fbi-dnc-hack0937PMStoryLink&amp;linkId=29265880
0519.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/debate-republicans-trump-machado/index.html
0520.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/cybersecurity-rigged-election-homeland-security/index.html?sr=fbpol092716cybersecurity-rigged-election-homeland-security1000PMVODtopLink&amp;linkId=29262110
0521.xml,cnn,mainstream,mostly true,http://money.cnn.com/2016/09/27/media/donald-trump-snap-internet-polls/index.html
0522.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/obama-cuba-ambassador/index.html
0523.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/government-shutdown-funding-bill-zika-flint/index.html?sr=fbpol092716government-shutdown-funding-bill-zika-flint1030PMVODtopLink&amp;linkId=29262411
0524.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/clinton-debate-trump-attacks/index.html
0525.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/newt-gingrich-donald-trump-debate-advice/index.html?sr=fbpol092716newt-gingrich-donald-trump-debate-advice1102PMVODtopLink&amp;linkId=29262677
0526.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/jeb-bush-harvard/index.html?sr=fbpol092716jeb-bush-harvard1115PMVODtopLink&amp;linkId=29263491
0527.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/rudy-giuliani-hillary-clinton-donald-trump-monica-lewinsky/index.html
0528.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/general-election-advertising-andy-beal-ben-carson/index.html
0529.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/bernie-sanders-hillary-clinton-millenials/index.html
0530.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/donald-trump-hillary-clinton-debate/index.html?sr=fbpol092816donald-trump-hillary-clinton-debate-ratings-expectations1259AMStoryLink&amp;linkId=29270069
0531.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/hillary-clinton-john-warner-gop-endorsement/index.html
0532.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/donald-trump-stop-and-frisk-save-lives/index.html?sr=fbpol092816donald-trump-stop-and-frisk-save-lives0231AMStoryLink&amp;linkId=29270937
0533.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html
0534.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/alicia-machado-donald-trump-2016-election-anderson-cooper/index.html
0535.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/dnc-cyberattack-400-pound-hackers/index.html
0536.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/27/politics/arizona-republic-endorses-hillary-clinton/index.html?sr=fbpol092816arizona-republic-endorses-hillary-clinton0355AMStoryLink&amp;linkId=29272651
0537.xml,eagle-rising,right,mostly false,http://www.proudcons.com/fox-news-just-exposed-hillarys-illegal-voting-scheme-that-rigs-election-against-trump/
0538.xml,eagle-rising,right,mixture of true and false,http://conservativevideos.com/watch-hillary-clinton-calling-bombing-moments-chelseanyc/
0539.xml,eagle-rising,right,no factual content,http://ipatriot.com/no-mercy-terrorirsts/
0540.xml,eagle-rising,right,no factual content,http://ipatriot.com/presidential-temperament/
0541.xml,eagle-rising,right,mixture of true and false,http://politistick.com/trump-ahead-la-times-poll-gaining-ground-black-voters/
0542.xml,eagle-rising,right,mostly true,http://politistick.com/minnesota-mall-attack-muslim/
0543.xml,eagle-rising,right,mostly true,http://conservativebyte.com/2016/09/obama-jokes-about-isis/
0544.xml,eagle-rising,right,mostly true,http://conservativebyte.com/2016/09/inside-the-cover-up-of-hillarys-email-server/
0545.xml,eagle-rising,right,mostly false,http://usherald.com/breaking-declassified-docs-show-that-obama-admin-created-isis-in-2012-to-use-as-a-tool?utm_source=aep&amp;utm_medium=obamadeclassifiedisistool&amp;utm_campaign=fbext
0546.xml,eagle-rising,right,mixture of true and false,http://usherald.com/black-lives-matter-activist-makes-insulting-demand-police-hes-robbed-gunpoint/
0547.xml,eagle-rising,right,mixture of true and false,http://thetrumptruck.com/hillary-exposed-have-you-seen-how-she-really-treats-black-people/
0548.xml,eagle-rising,right,mostly true,http://eaglerising.com/36837/college-students-argue-constitution-too-old-should-be-eliminated-video/
0549.xml,eagle-rising,right,mostly false,http://eaglerising.com/36841/why-is-it-racist-to-question-someones-birth-certificate/
0550.xml,eagle-rising,right,mixture of true and false,http://eaglerising.com/36833/obama-administration-grossly-misrepresenting-crimes-committed-by-illegal-aliens/
0551.xml,eagle-rising,right,mostly true,http://eaglerising.com/36831/the-true-roots-of-the-birther-movement-part-i/
0552.xml,eagle-rising,right,mostly true,http://eaglerising.com/36829/more-milestone-moments-for-donald-trump/
0553.xml,eagle-rising,right,mixture of true and false,http://eaglerising.com/36839/why-do-homosexuals-need-to-be-tested-for-hiv-and-aids-since-their-behavior-is-normal-and-healthy/
0554.xml,eagle-rising,right,mostly true,http://eaglerising.com/36843/dem-rep-facing-20-counts-of-fraud-charges-seeks-donations-for-legal-defense/
0555.xml,eagle-rising,right,mostly true,http://eaglerising.com/36825/john-kerry-global-warming-deniers-block-action-on-climate-change-because-theyre-flat-earthers/
0556.xml,eagle-rising,right,mixture of true and false,http://eaglerising.com/36821/cnn-on-hillarys-email-crimes-she-did-not-do-anything-illegal-video/
0557.xml,eagle-rising,right,mostly true,http://eaglerising.com/36823/former-meet-the-press-host-david-gregory-says-hillarys-deplorables-comment-is-actually-accurate-video/
0558.xml,eagle-rising,right,mostly true,http://eaglerising.com/36819/student-blasted-for-wearing-trump-hat-its-hate-language-on-campus-video/
0559.xml,eagle-rising,right,mixture of true and false,http://eaglerising.com/36815/exclusive-this-is-what-216-million-bought-these-clinton-foundation-donors/
0560.xml,eagle-rising,right,mixture of true and false,http://100percentfedup.com/zombie-hillary-makes-bizarre-statement-on-plane-after-nyc-bomb-explosion-zombiehillary-video/
0561.xml,eagle-rising,right,mostly true,http://theblacksphere.net/2016/09/scalpers-sell-tickets-trump-rally/
0562.xml,eagle-rising,right,mixture of true and false,http://allenwestrepublic.com/2016/09/18/presidential-debate-rules-set-by-who/
